region	chr	midPos	Nsites
(1485,1525)(193871,193912)(150000,200000)	JASDQU010241995.1	175000	42	0.351512
(127,4300)(50000,60123)(50000,100000)	JASDQU010242042.1	75000	4175	0.340265
(695,938)(154874,155118)(150000,200000)	JASDQU010242113.1	175000	245	0.031660
(2786,3444)(290199,290890)(250000,300000)	JASDQU010242150.1	275000	660	0.364065
(1646,3109)(100000,101463)(100000,150000)	JASDQU010242161.1	125000	1465	0.169235
(271,1210)(109957,127787)(100000,150000)	JASDQU010242171.1	125000	941	0.092317
(153,2885)(335362,338527)(300000,350000)	JASDQU010242224.1	325000	2734	0.415877
(1089,1392)(116861,149999)(100000,150000)	JASDQU010242248.1	125000	305	0.507633
(2585,3403)(143371,144690)(100000,150000)	JASDQU010242256.1	125000	820	0.007763
(96,920)(58356,59228)(50000,100000)	JASDQU010242262.1	75000	826	0.337602
(112,547)(68650,69181)(50000,100000)	JASDQU010242311.1	75000	437	0.008368
(1410,2605)(96900,98133)(50000,100000)	JASDQU010242316.1	75000	1197	0.170407
(490,3561)(74198,79561)(50000,100000)	JASDQU010242322.1	75000	3073	0.011889
(973,1838)(216272,217137)(200000,250000)	JASDQU010242333.1	225000	867	0.603515
(1148,1238)(127867,127977)(100000,150000)	JASDQU010242338.1	125000	92	0.056454
(136,466)(62219,62582)(50000,100000)	JASDQU010242370.1	75000	332	0.309261
(129,178)(108586,108653)(100000,150000)	JASDQU010242383.1	125000	51	0.082822
(171,453)(61766,62132)(50000,100000)	JASDQU010242386.1	75000	284	0.008521
(2266,3329)(63172,99837)(50000,100000)	JASDQU010242389.1	75000	1065	0.122005
(637,712)(56079,56193)(50000,100000)	JASDQU010242395.1	75000	77	0.086387
(407,523)(51708,52081)(50000,100000)	JASDQU010242400.1	75000	118	0.356871
(185,467)(150873,151155)(150000,200000)	JASDQU010242421.1	175000	284	0.099323
(691,732)(99363,99431)(50000,100000)	JASDQU010242445.1	75000	43	0.055391
(1903,2987)(50000,52047)(50000,100000)	JASDQU010242544.1	75000	1086	0.179738
(12,548)(74211,74751)(50000,100000)	JASDQU010242617.1	75000	538	0.062735
(1103,1138)(66411,66448)(50000,100000)	JASDQU010242642.1	75000	37	0.049580
(1766,2482)(153573,154293)(150000,200000)	JASDQU010242667.1	175000	718	0.388229
(198,1275)(53809,54942)(50000,100000)	JASDQU010242680.1	75000	1079	0.366600
(227,1147)(76093,78387)(50000,100000)	JASDQU010242706.1	75000	922	0.247782
(1202,1521)(78611,78949)(50000,100000)	JASDQU010242714.1	75000	321	0.014909
(832,1012)(116089,116314)(100000,150000)	JASDQU010242735.1	125000	182	0.047098
(1067,1096)(150000,150031)(150000,200000)	JASDQU010242754.1	175000	31	0.068762
(1868,2006)(99801,99999)(50000,100000)	JASDQU010242770.1	75000	140	0.758424
(917,1280)(105080,105466)(100000,150000)	JASDQU010242775.1	125000	365	0.493583
(320,552)(104981,118513)(100000,150000)	JASDQU010242785.1	125000	234	-0.016864
(19,1516)(162281,163779)(150000,200000)	JASDQU010242807.1	175000	1499	0.369123
(411,1370)(89412,90371)(50000,100000)	JASDQU010242817.1	75000	961	0.285949
(577,1113)(53141,53803)(50000,100000)	JASDQU010242833.1	75000	538	0.237733
(1031,3923)(56542,99242)(50000,100000)	JASDQU010242859.1	75000	2894	0.069633
(3924,4210)(114276,144600)(100000,150000)	JASDQU010242859.1	125000	288	0.110436
(930,4730)(50924,86979)(50000,100000)	JASDQU010242882.1	75000	3802	0.309353
(1212,1362)(59364,59522)(50000,100000)	JASDQU010242903.1	75000	152	0.028375
(717,3017)(53804,61170)(50000,100000)	JASDQU010242954.1	75000	2302	0.297063
(384,961)(157553,158181)(150000,200000)	JASDQU010243083.1	175000	579	0.044294
(650,1950)(81483,85195)(50000,100000)	JASDQU010243103.1	75000	1302	0.192276
(1472,1970)(194049,194679)(150000,200000)	JASDQU010243127.1	175000	500	0.032086
(642,825)(119681,119871)(100000,150000)	JASDQU010243175.1	125000	185	0.047093
(937,2088)(54430,58339)(50000,100000)	JASDQU010243213.1	75000	1153	0.176348
(195,321)(54695,54828)(50000,100000)	JASDQU010243242.1	75000	128	0.002281
(322,830)(102232,103306)(100000,150000)	JASDQU010243242.1	125000	510	0.040229
(831,876)(180889,181102)(150000,200000)	JASDQU010243242.1	175000	47	0.019921
(533,822)(74261,74575)(50000,100000)	JASDQU010243251.1	75000	291	0.152864
(385,1047)(59696,76594)(50000,100000)	JASDQU010243258.1	75000	664	0.180627
(779,2662)(102386,104938)(100000,150000)	JASDQU010243271.1	125000	1885	0.128098
(239,1266)(93673,94704)(50000,100000)	JASDQU010243296.1	75000	1029	0.051936
(130,304)(50000,50187)(50000,100000)	JASDQU010243300.1	75000	176	0.040523
(100,211)(199703,199825)(150000,200000)	JASDQU010243301.1	175000	113	0.099353
(1928,2066)(54487,54761)(50000,100000)	JASDQU010243336.1	75000	140	0.260641
(669,1791)(108773,109910)(100000,150000)	JASDQU010243346.1	125000	1124	0.105550
(1279,1288)(58265,58290)(50000,100000)	JASDQU010243372.1	75000	11	0.045669
(201,737)(279550,294130)(250000,300000)	JASDQU010243380.1	275000	538	0.039205
(336,579)(72295,72640)(50000,100000)	JASDQU010243503.1	75000	245	0.036527
(1752,2255)(135578,136082)(100000,150000)	JASDQU010243590.1	125000	505	0.200319
(450,1757)(125587,126912)(100000,150000)	JASDQU010243633.1	125000	1309	0.240098
(742,4971)(151294,157295)(150000,200000)	JASDQU010243648.1	175000	4231	0.114740
(840,1716)(83244,86101)(50000,100000)	JASDQU010243661.1	75000	878	0.212480
(1059,1113)(100000,100059)(100000,150000)	JASDQU010243670.1	125000	56	0.033904
(1536,2209)(85167,93939)(50000,100000)	JASDQU010243695.1	75000	675	0.377741
(7,783)(62651,72668)(50000,100000)	JASDQU010243725.1	75000	778	0.057867
(775,1889)(163856,164976)(150000,200000)	JASDQU010243735.1	175000	1116	0.208568
(326,1741)(52630,69154)(50000,100000)	JASDQU010243750.1	75000	1417	0.160203
(1164,1437)(90270,90607)(50000,100000)	JASDQU010243751.1	75000	275	-0.007094
(364,868)(53344,53874)(50000,100000)	JASDQU010243760.1	75000	506	0.297886
(961,1966)(66408,67464)(50000,100000)	JASDQU010243790.1	75000	1007	0.104665
(1967,4622)(100572,141405)(100000,150000)	JASDQU010243790.1	125000	2657	0.061700
(79,1151)(266649,267749)(250000,300000)	JASDQU010243813.1	275000	1074	0.177529
(105,421)(91641,91957)(50000,100000)	JASDQU010243827.1	75000	318	0.062031
(422,2251)(197091,199069)(150000,200000)	JASDQU010243827.1	175000	1831	0.556916
(125,137)(72013,72032)(50000,100000)	JASDQU010243840.1	75000	14	0.048935
(726,1182)(69061,69520)(50000,100000)	JASDQU010243875.1	75000	458	0.065079
(1555,1634)(183503,196729)(150000,200000)	JASDQU010243892.1	175000	81	0.262273
(973,1583)(141252,149301)(100000,150000)	JASDQU010243897.1	125000	612	0.206272
(372,1391)(54299,55323)(50000,100000)	JASDQU010243916.1	75000	1021	0.130580
(584,909)(142987,143375)(100000,150000)	JASDQU010243940.1	125000	327	0.158820
(2697,3815)(50000,51338)(50000,100000)	JASDQU010243970.1	75000	1120	0.667100
(887,1766)(78821,79739)(50000,100000)	JASDQU010243981.1	75000	881	0.198763
(271,1512)(55356,57070)(50000,100000)	JASDQU010244021.1	75000	1243	0.327526
(686,767)(101488,101575)(100000,150000)	JASDQU010244024.1	125000	83	0.031048
(2411,3151)(149185,149932)(100000,150000)	JASDQU010244035.1	125000	742	0.187265
(3152,3156)(171656,171665)(150000,200000)	JASDQU010244035.1	175000	6	0.085218
(417,1554)(102452,103841)(100000,150000)	JASDQU010244055.1	125000	1139	-0.016039
(1254,2080)(75255,77024)(50000,100000)	JASDQU010244080.1	75000	828	0.177121
(1217,2668)(50881,55465)(50000,100000)	JASDQU010244095.1	75000	1453	0.213940
(771,2564)(50802,93375)(50000,100000)	JASDQU010244097.1	75000	1795	0.366182
(970,1782)(157244,158058)(150000,200000)	JASDQU010244108.1	175000	814	0.775112
(127,1925)(172783,178909)(150000,200000)	JASDQU010244142.1	175000	1800	0.109294
(78,115)(50000,50045)(50000,100000)	JASDQU010244155.1	75000	39	0.034813
(107,357)(88301,88607)(50000,100000)	JASDQU010244205.1	75000	252	0.635041
(69,363)(118544,118923)(100000,150000)	JASDQU010244218.1	125000	296	0.189085
(364,511)(296084,296239)(250000,300000)	JASDQU010244218.1	275000	149	0.116387
(804,1196)(74130,96335)(50000,100000)	JASDQU010244220.1	75000	394	0.028398
(1322,1949)(70077,70741)(50000,100000)	JASDQU010244318.1	75000	629	0.197358
(115,864)(50000,51615)(50000,100000)	JASDQU010244370.1	75000	751	0.332404
(47,826)(150041,150937)(150000,200000)	JASDQU010244375.1	175000	781	0.208781
(265,282)(94275,94315)(50000,100000)	JASDQU010244405.1	75000	19	0.448432
(4144,4475)(112175,145382)(100000,150000)	JASDQU010244413.1	125000	333	0.056070
(4042,4629)(73641,98427)(50000,100000)	JASDQU010244417.1	75000	589	0.058352
(3347,3401)(226424,226486)(200000,250000)	JASDQU010244496.1	225000	56	0.057704
(168,409)(236702,237177)(200000,250000)	JASDQU010244500.1	225000	243	0.025392
(500,1160)(59136,76273)(50000,100000)	JASDQU010244547.1	75000	662	0.066959
(1161,1253)(118770,118864)(100000,150000)	JASDQU010244547.1	125000	94	0.093259
(177,1498)(50157,72164)(50000,100000)	JASDQU010244557.1	75000	1323	0.470951
(903,8285)(67204,79354)(50000,100000)	JASDQU010244563.1	75000	7384	0.231942
(243,382)(99853,99999)(50000,100000)	JASDQU010244567.1	75000	141	0.131251
(79,248)(144338,144513)(100000,150000)	JASDQU010244581.1	125000	171	0.065071
(128,295)(144495,144686)(100000,150000)	JASDQU010244641.1	125000	169	-0.001601
(160,970)(55379,56222)(50000,100000)	JASDQU010244684.1	75000	812	0.527144
(139,214)(73697,73792)(50000,100000)	JASDQU010244705.1	75000	77	0.035276
(861,2315)(133988,138723)(100000,150000)	JASDQU010244761.1	125000	1456	0.113729
(1062,1177)(188964,189084)(150000,200000)	JASDQU010244766.1	175000	117	0.072453
(751,2657)(53566,55472)(50000,100000)	JASDQU010244788.1	75000	1908	0.076390
(447,774)(50000,50327)(50000,100000)	JASDQU010244794.1	75000	329	0.047680
(461,762)(53151,53532)(50000,100000)	JASDQU010244800.1	75000	303	0.149606
(155,258)(69116,69220)(50000,100000)	JASDQU010244825.1	75000	105	0.297543
(664,778)(84731,84850)(50000,100000)	JASDQU010244847.1	75000	116	0.065210
(785,1309)(140675,141227)(100000,150000)	JASDQU010244892.1	125000	526	0.120319
(10,149)(214122,214269)(200000,250000)	JASDQU010244960.1	225000	141	0.602013
(668,1386)(78476,79205)(50000,100000)	JASDQU010244978.1	75000	720	0.233624
(164,1076)(91297,92244)(50000,100000)	JASDQU010244996.1	75000	914	0.215564
(200,271)(283534,283637)(250000,300000)	JASDQU010245036.1	275000	73	0.035099
(561,573)(178619,178633)(150000,200000)	JASDQU010245045.1	175000	14	0.070268
(542,775)(220307,220552)(200000,250000)	JASDQU010245108.1	225000	235	0.402524
(3650,4643)(80013,89555)(50000,100000)	JASDQU010245110.1	75000	995	0.165939
(818,1241)(56789,57248)(50000,100000)	JASDQU010245134.1	75000	425	0.298497
(625,643)(78123,78182)(50000,100000)	JASDQU010245135.1	75000	20	0.039700
(375,2742)(101137,103519)(100000,150000)	JASDQU010245138.1	125000	2369	0.441991
(651,784)(120377,120510)(100000,150000)	JASDQU010245179.1	125000	135	0.037829
(354,943)(50000,50591)(50000,100000)	JASDQU010245186.1	75000	591	0.039970
(1553,3615)(62161,64346)(50000,100000)	JASDQU010245191.1	75000	2064	0.631945
(344,1009)(66144,66845)(50000,100000)	JASDQU010245203.1	75000	667	0.470914
(681,905)(74670,84541)(50000,100000)	JASDQU010245205.1	75000	226	0.145289
(224,1588)(103856,105649)(100000,150000)	JASDQU010245209.1	125000	1366	0.412660
(277,831)(67971,68529)(50000,100000)	JASDQU010245273.1	75000	556	0.460343
(85,237)(86957,87127)(50000,100000)	JASDQU010245282.1	75000	154	0.173345
(749,958)(64819,65116)(50000,100000)	JASDQU010245312.1	75000	211	0.560341
(170,318)(59253,59446)(50000,100000)	JASDQU010245378.1	75000	150	0.031946
(1502,7731)(72974,81537)(50000,100000)	JASDQU010245390.1	75000	6231	0.153600
(428,1187)(75815,76650)(50000,100000)	JASDQU010251405.1	75000	761	0.191347
(729,771)(99549,99631)(50000,100000)	JASDQU010262824.1	75000	44	0.026120
(90,638)(203572,204282)(200000,250000)	JASDQU010276188.1	225000	550	0.013898
(494,552)(72683,72751)(50000,100000)	JASDQU010276448.1	75000	60	0.253637
(458,643)(91284,91471)(50000,100000)	JASDQU010281872.1	75000	187	0.016656
(551,1502)(220838,241235)(200000,250000)	JASDQU010302581.1	225000	953	0.151010
(899,1600)(66128,66926)(50000,100000)	JASDQU010305472.1	75000	703	0.141445
(1248,1276)(93203,96770)(50000,100000)	JASDQU010305473.1	75000	30	0.029227
(557,626)(62807,62918)(50000,100000)	JASDQU010305484.1	75000	71	0.044414
(334,1304)(110067,111557)(100000,150000)	JASDQU010305486.1	125000	972	0.399020
(178,5437)(141189,149333)(100000,150000)	JASDQU010305507.1	125000	5261	0.324006
(845,1544)(51712,52419)(50000,100000)	JASDQU010305515.1	75000	701	0.473275
(3084,6913)(52223,58562)(50000,100000)	JASDQU010305523.1	75000	3831	0.131076
(1514,2797)(68426,91565)(50000,100000)	JASDQU010305533.1	75000	1285	0.233009
(73,563)(121673,122168)(100000,150000)	JASDQU010305538.1	125000	492	0.196183
(270,514)(250237,250526)(250000,300000)	JASDQU010305570.1	275000	246	0.451815
(612,1041)(158322,158760)(150000,200000)	JASDQU010305580.1	175000	431	0.038076
(4,47)(70586,70684)(50000,100000)	JASDQU010305582.1	75000	45	0.207854
(32,522)(103363,104043)(100000,150000)	JASDQU010305663.1	125000	492	0.089573
(289,385)(151746,151846)(150000,200000)	JASDQU010305701.1	175000	98	0.027980
(227,389)(83091,83521)(50000,100000)	JASDQU010305702.1	75000	164	0.261539
(278,862)(62123,62733)(50000,100000)	JASDQU010305747.1	75000	586	0.374913
(4,2017)(54311,71012)(50000,100000)	JASDQU010305751.1	75000	2015	0.111833
(191,4618)(118090,135814)(100000,150000)	JASDQU010305823.1	125000	4429	0.412569
(1307,1877)(95325,95957)(50000,100000)	JASDQU010305824.1	75000	572	0.478254
(788,1561)(106094,106899)(100000,150000)	JASDQU010305831.1	125000	775	0.057464
(2486,3537)(51049,61569)(50000,100000)	JASDQU010305843.1	75000	1053	0.079185
(141,792)(135897,136557)(100000,150000)	JASDQU010305915.1	125000	653	0.171319
(501,781)(63604,68071)(50000,100000)	JASDQU010305943.1	75000	282	0.036088
(774,1336)(84870,85440)(50000,100000)	JASDQU010305954.1	75000	564	0.432173
(1805,2596)(50000,51045)(50000,100000)	JASDQU010305958.1	75000	793	0.068522
(1008,1571)(113011,113812)(100000,150000)	JASDQU010305961.1	125000	565	0.287530
(675,816)(151549,163903)(150000,200000)	JASDQU010306048.1	175000	143	0.110163
(283,1927)(76305,78010)(50000,100000)	JASDQU010306077.1	75000	1646	0.267832
(576,770)(91553,96541)(50000,100000)	JASDQU010306104.1	75000	196	0.028716
(1340,3612)(139045,141322)(100000,150000)	JASDQU010306127.1	125000	2274	0.447428
(766,787)(64524,64555)(50000,100000)	JASDQU010306145.1	75000	23	0.050131
(896,1047)(62335,81444)(50000,100000)	JASDQU010306189.1	75000	153	0.066652
(137,273)(74163,74314)(50000,100000)	JASDQU010306217.1	75000	138	0.478095
(55,5190)(160923,169239)(150000,200000)	JASDQU010306250.1	175000	5137	0.122276
(1171,3439)(105908,109395)(100000,150000)	JASDQU010306263.1	125000	2270	0.211766
(314,469)(112461,112622)(100000,150000)	JASDQU010306281.1	125000	157	-0.003083
(1407,1984)(112071,112679)(100000,150000)	JASDQU010306330.1	125000	579	0.099087
(1155,1190)(68166,68269)(50000,100000)	JASDQU010306349.1	75000	37	-0.031795
(859,1494)(110386,111152)(100000,150000)	JASDQU010306355.1	125000	637	0.205033
(177,2615)(146668,149389)(100000,150000)	JASDQU010306389.1	125000	2440	0.301947
(823,1722)(159916,160823)(150000,200000)	JASDQU010306450.1	175000	901	0.290052
(3076,3542)(100000,100966)(100000,150000)	JASDQU010306459.1	125000	468	0.525102
(803,2291)(161262,172576)(150000,200000)	JASDQU010306485.1	175000	1490	0.033346
(668,2427)(76752,82500)(50000,100000)	JASDQU010306490.1	75000	1761	0.232695
(564,634)(50000,50072)(50000,100000)	JASDQU010306492.1	75000	72	0.291825
(5074,5929)(109009,109885)(100000,150000)	JASDQU010306604.1	125000	857	0.182174
(717,889)(101973,102146)(100000,150000)	JASDQU010306658.1	125000	174	0.019827
(1148,1521)(77798,94834)(50000,100000)	JASDQU010306667.1	75000	375	0.049494
(1584,2235)(54570,55230)(50000,100000)	JASDQU010306765.1	75000	653	0.070553
(1371,1382)(130708,130729)(100000,150000)	JASDQU010306769.1	125000	13	0.041581
(1383,2152)(175298,176109)(150000,200000)	JASDQU010306769.1	175000	771	0.189017
(1900,1937)(150000,150040)(150000,200000)	JASDQU010306792.1	175000	39	0.449047
(1705,2053)(87161,91887)(50000,100000)	JASDQU010306800.1	75000	350	0.024096
(874,1662)(70120,70925)(50000,100000)	JASDQU010306812.1	75000	790	0.359504
(668,759)(162385,162501)(150000,200000)	JASDQU010306838.1	175000	93	0.087906
(1207,1842)(52775,53438)(50000,100000)	JASDQU010306904.1	75000	637	0.274448
(225,3031)(60599,64242)(50000,100000)	JASDQU010306916.1	75000	2808	0.052360
(692,789)(51460,51559)(50000,100000)	JASDQU010306933.1	75000	99	0.067571
(51,2951)(67791,70859)(50000,100000)	JASDQU010307009.1	75000	2902	0.058516
(77,103)(66163,66217)(50000,100000)	JASDQU010307044.1	75000	28	0.035162
(1206,1387)(146724,146915)(100000,150000)	JASDQU010307115.1	125000	183	-0.010252
(574,657)(236514,236603)(200000,250000)	JASDQU010307131.1	225000	85	0.147896
(124,846)(68499,73199)(50000,100000)	JASDQU010307231.1	75000	724	0.030598
(3958,7530)(56610,74165)(50000,100000)	JASDQU010307247.1	75000	3574	0.414878
(909,2707)(97842,99760)(50000,100000)	JASDQU010307334.1	75000	1800	0.113450
(216,504)(199707,199999)(150000,200000)	JASDQU010307348.1	175000	290	0.205090
(482,607)(220491,220625)(200000,250000)	JASDQU010307357.1	225000	127	0.157913
(107,1656)(60060,66242)(50000,100000)	JASDQU010307373.1	75000	1551	0.011610
(124,866)(160671,161425)(150000,200000)	JASDQU010307395.1	175000	744	0.080383
(624,785)(67621,67803)(50000,100000)	JASDQU010307399.1	75000	163	0.114316
(216,788)(89830,90403)(50000,100000)	JASDQU010307429.1	75000	574	0.151147
(904,1228)(50000,50326)(50000,100000)	JASDQU010307468.1	75000	326	0.353096
(734,3461)(56250,59549)(50000,100000)	JASDQU010307485.1	75000	2729	0.043020
(745,1147)(109040,109444)(100000,150000)	JASDQU010307526.1	125000	404	0.142151
(182,737)(53430,54005)(50000,100000)	JASDQU010307542.1	75000	557	0.168139
(259,1842)(57023,80377)(50000,100000)	JASDQU010307562.1	75000	1585	0.046039
(1023,1174)(152736,152888)(150000,200000)	JASDQU010307583.1	175000	153	0.008701
(3563,5185)(50331,52935)(50000,100000)	JASDQU010307663.1	75000	1624	0.216560
(776,783)(54659,54667)(50000,100000)	JASDQU010307703.1	75000	9	0.056033
(5,966)(178045,179014)(150000,200000)	JASDQU010307767.1	175000	963	0.121277
(604,685)(100001,100103)(100000,150000)	JASDQU010307822.1	125000	83	0.528717
(116,818)(86517,87219)(50000,100000)	JASDQU010307871.1	75000	704	0.082482
(934,1545)(193151,193796)(150000,200000)	JASDQU010307888.1	175000	613	0.231748
(3,1675)(56070,58428)(50000,100000)	JASDQU010307914.1	75000	1674	0.407927
(855,2373)(50000,83333)(50000,100000)	JASDQU010307920.1	75000	1520	0.293421
(1268,1637)(74656,75077)(50000,100000)	JASDQU010307922.1	75000	371	0.175040
(520,4698)(222610,248923)(200000,250000)	JASDQU010307937.1	225000	4180	0.483629
(270,1232)(171364,172396)(150000,200000)	JASDQU010307992.1	175000	964	0.365056
(809,1160)(123244,123648)(100000,150000)	JASDQU010308034.1	125000	353	0.029124
(578,694)(100402,100730)(100000,150000)	JASDQU010308043.1	125000	118	0.571191
(1097,2409)(116720,118069)(100000,150000)	JASDQU010308076.1	125000	1314	0.024879
(610,2155)(57992,65378)(50000,100000)	JASDQU010308096.1	75000	1547	0.289701
(1094,2215)(61890,63738)(50000,100000)	JASDQU010308097.1	75000	1123	0.173784
(2571,2991)(62392,65716)(50000,100000)	JASDQU010308127.1	75000	422	0.040879
(1958,2883)(65611,66539)(50000,100000)	JASDQU010308128.1	75000	927	0.375316
(2884,3064)(163954,164134)(150000,200000)	JASDQU010308128.1	175000	182	0.350548
(3065,3442)(211578,211992)(200000,250000)	JASDQU010308128.1	225000	379	0.003819
(1263,1859)(154281,154959)(150000,200000)	JASDQU010308133.1	175000	598	0.446234
(278,786)(128237,137851)(100000,150000)	JASDQU010308138.1	125000	510	0.029858
(5108,5117)(52687,52801)(50000,100000)	JASDQU010308170.1	75000	11	0.033536
(903,1997)(158517,160060)(150000,200000)	JASDQU010308276.1	175000	1096	0.141819
